id;Label
0;pashcima
1;parakha
2;bharata
3;udgama
4;maMtrI
5;garbhagRRiha
6;saMbaMdha
7;ghirAva
8;nAveM
9;nIMva
10;yashodA
11;chora
12;dakShiNa
13;purAtatva
14;purANoM
15;dashAvatAra
16;pUjA
17;yauvanakAla
18;tIrtha_sthala
19;sI.DhiyoM
20;jaina
21;samaya
22;vividhatA
23;kShetraphala
24;yaGYa
25;kUpa
26;mukuTa
27;chAvanI
28;nahIM
29;nivAsoM
30;mahattA
31;paryaTakoM
32;tIrthayAtrA
33;sphaTika
34;mahatva
35;pahA.DI
36;pUrva
37;lakhImapura
38;vedI
39;brahmakuMDa
40;apraila
41;abhyAraNya
42;rAma_navamI
43;svarga
44;varNana
45;sImA
46;kathA
47;prabhAva
48;jaMgaloM
49;paira
50;shAsakoM
51;teMduA
52;kAraNa
53;kAnapura
54;rAja
55;mahAdeva
56;kriyAoM
57;shrI_rAma
58;jamIna
59;kRRiti
60;yAtriyoM
61;sarayu
62;yamunA
63;dUta
64;dvArakAdhIsha
65;saMkhyA
66;yugoM
67;AnaMda
68;vyavasthA
69;AgarA
70;pramANa
71;nahara
72;adhyAdesha
73;bhakti
74;AgarA
75;dillI
76;kuMbha
77;sAtha
78;uttara_bhArata
79;gvAloM
80;lalitapura
81;Aja
82;saMpatti
83;anusaMdhAna
84;AkarShaNa
85;adhikArI
86;pashcima
87;kavi
88;akShayavaTa
89;tIrthayAtriyoM
90;bhaktoM
91;dvAra
92;samajha
93;RRiShabhadeva
94;utsava
95;veda
96;guphA
97;vaibhava
98;varadAna
99;devaga.Dha
100;saMpradAya
101;narasiMha
102;bhI.Da
103;pAnI
104;skaMda
105;taraha
106;ajUboM
107;vishiShTatA
108;Ashrama
109;prakRRiti
110;janmabhUmi
111;anumAna
112;pustakoM
113;svIkRRiti
114;duniyA
115;namUnoM
116;vidyA
117;roDa
118;prajAtiyoM
119;mInAroM
120;ashvamedha
121;rAmAyaNa
122;caitra
123;netAoM
124;shAhajahA.n
125;maMdAkinI
126;maukA
127;nAgeshvaranAtha
128;janma
129;bAlaka
130;saMskRRiti
131;DhalAna
132;maMdiroM
133;dharmagraMthoM
134;jaina_maMdira
135;sauMdarya
136;bAdashAha
137;nadiyoM
138;saMgama
139;shurU
140;myUjiyama
141;lekhakoM
142;atharvaveda
143;mugala
144;shreNI
145;ghara
146;vRRiMdAvana
147;avatAra
148;tarapha
149;pharavarI
150;kAma
151;vidvAnoM
152;muslima
153;citrakUTa
154;nepAla
155;meloM
156;imArateM
157;hindU
158;ghagharA
159;masjida
160;mahala
161;marAThoM
162;mITara
163;triveNI
164;tretA
165;lAla
166;lekha
167;pradarshana
168;brahmA
169;nagara
170;pArasI
171;shilpa
172;AshcaryoM
173;samaya
174;pashcima
175;viShNu
176;dina
177;bacAva
178;samAdhi
179;nAma
180;tAjamahala
181;ayodhyA
182;kirAye
183;sUradAsa
184;shilpa
185;logoM
186;Dhera
187;mahAbhArata
188;nanda
189;saMbaMdha
190;ilAhAbAda
191;ghATa
192;putra
193;kannauja
194;cItA
195;saMbaMdha
196;jAnakI
197;bhUmi
198;jamIna
199;rAjA
200;patthara
201;dharma
202;U.ncAI
203;kilA
204;madhuvana
205;nIti
206;padAdhikArI
207;abhibhAvakoM
208;akabara
209;kharagosha
210;paryaTana
211;uttarapradesha
212;udyAna
213;vishrAma
214;ArAma
215;bhArata
216;dhruva
217;rAjya
218;nirmANa
219;uttara
220;makabare
221;pahA.DoM
222;itihAsa
223;gA.nva
224;bhagavAna
225;pe.Da
226;kRRiShi
227;kusha
228;ghoShaNAe.n
229;dRRishya
230;pradAna
231;graMtha
232;shilpakalA
233;pratimAe.n
234;jile
235;mathurA
236;gokula
237;ciMtakoM
238;dRRiShTi
239;barAmade
240;jhA.nsI
241;hanumAna
242;AkAra
243;sahayoga
244;miTTI
245;mathurA
246;dharmoM
247;IsavI
248;itihAsakAroM
249;kAraNa
250;milana
251;pratibimba
252;ghaTanAsthala
253;pahu.ncA
254;janma
255;islAma
256;Ashrama
257;rAjanItiGYoM
258;kimI
259;sthala
260;mRRityu
261;pathoM
262;shilAlekha
263;mAgha
264;staMbha
265;mArca
266;sarasvatI
267;meharAba
268;kinAroM
269;darabAra
270;svarNa
271;samAdhi
